,DateTime,Adj Close,Volume,RSI,Signal
14,1981-01-05,0.1179240643978118,35728000,64.49325113634805,
15,1981-01-06,0.1126825958490371,45158400,58.970445690812134,
16,1981-01-07,0.1078786477446556,55686400,54.37454031268055,
17,1981-01-08,0.1056949645280838,39827200,52.376300974138815,
18,1981-01-09,0.1113724261522293,21504000,56.81943562538366,
19,1981-01-12,0.1104989647865295,23699200,55.95451616009631,
20,1981-01-13,0.1065684407949447,23049600,52.11041570912537,
21,1981-01-14,0.107005126774311,14291200,52.50085084485539,
22,1981-01-15,0.1091888099908828,14067200,54.49858546410922,
23,1981-01-16,0.1083153039216995,13395200,53.52874565630603,
24,1981-01-19,0.1148662790656089,41574400,59.36859124847225,
25,1981-01-20,0.1113724261522293,30083200,55.371993167457276,
26,1981-01-21,0.1135560199618339,15904000,57.30640260404245,
27,1981-01-22,0.1148662790656089,35548800,58.46966153784231,
28,1981-01-23,0.1144295185804367,11222400,57.90330768840648,
29,1981-01-26,0.1126825958490371,24640000,55.58418585089604,
30,1981-01-27,0.1118091195821762,23699200,54.41072977061874,
31,1981-01-28,0.1083153039216995,28156800,49.875144666027346,
32,1981-01-29,0.1043847650289535,43904000,45.30020155457969,
33,1981-01-30,0.0987065434455871,46188800,39.642871052351516,
34,1981-02-02,0.093029074370861,23766400,34.943831851099915,
35,1981-02-03,0.0965228825807571,19152000,39.68209507922379,
36,1981-02-04,0.1000167205929756,27865600,44.06912602434388,
37,1981-02-05,0.1000167205929756,7929600,44.06912602434389,
38,1981-02-06,0.1004534512758255,13865600,44.652707018984955,
39,1981-02-09,0.0952127575874328,16755200,39.34724059646023,
40,1981-02-10,0.0952127575874328,18345600,39.34724059646023,
41,1981-02-11,0.0921556428074836,13843200,36.41969032596268,
42,1981-02-12,0.0912814140319824,14560000,35.60388689195634,
43,1981-02-13,0.0890977680683136,11155200,33.580502989059305,
44,1981-02-17,0.0912814140319824,12275200,37.411070201143,
45,1981-02-18,0.0952127575874328,19241600,43.70576763922989,
46,1981-02-19,0.0895344763994216,22310400,37.793488907852016,
47,1981-02-20,0.0847305357456207,24371200,33.64659698968615,
48,1981-02-23,0.0860406979918479,14112000,35.7181970277351,
49,1981-02-24,0.0829835832118988,16979200,33.11982079574891,
50,1981-02-25,0.0882242918014526,19488000,41.038359035199335,
51,1981-02-26,0.0895344763994216,10841600,42.85980572404092,
52,1981-02-27,0.0925923734903335,14761600,46.976867147489955,
53,1981-03-02,0.093029074370861,11760000,47.5579938295202,
54,1981-03-03,0.0917189270257949,16172800,45.9315564347086,
55,1981-03-04,0.0908446758985519,13708800,44.829810464452954,
56,1981-03-05,0.090407945215702,5376000,44.258685678258125,
57,1981-03-06,0.0895344763994216,11603200,43.07666635645729,
58,1981-03-09,0.0825468674302101,15321600,35.01920520580882,
59,1981-03-10,0.0786155462265014,28380800,31.45442687913359,
60,1981-03-11,0.0755584985017776,29859200,28.98368058931475,Buy
61,1981-03-12,0.0786155462265014,59248000,34.52256987795015,
62,1981-03-13,0.0777420848608017,231302400,33.71348453872152,
63,1981-03-16,0.0807999595999717,37228800,39.0950027765803,
64,1981-03-17,0.0847305357456207,43747200,45.248179608400605,
65,1981-03-18,0.0899712294340133,36937600,52.18454561718669,
66,1981-03-19,0.0890977680683136,37811200,51.02429957117952,
67,1981-03-20,0.0899712294340133,14604800,52.16954195943412,
68,1981-03-23,0.0934658274054527,22019200,56.547482920777306,
69,1981-03-24,0.093029074370861,28156800,55.85933075195363,
70,1981-03-25,0.0912814140319824,7056000,53.07593694206132,
71,1981-03-26,0.0895344763994216,12275200,50.37391018253018,
72,1981-03-27,0.0864774137735366,12252800,45.964077210906126,
73,1981-03-30,0.0864774137735366,9900800,45.96407721090613,
74,1981-03-31,0.0856039822101593,15993600,44.66835950675217,
75,1981-04-01,0.0847305357456207,34070400,43.35223954072022,
76,1981-04-02,0.0921556428074836,31404800,55.38635762268086,
77,1981-04-03,0.0925923734903335,16486400,55.978723217344076,
78,1981-04-06,0.0908446758985519,22803200,52.94890617655813,
79,1981-04-07,0.0899712294340133,10684800,51.45013738675384,
80,1981-04-08,0.0943392813205719,21952000,57.872303589338024,
81,1981-04-09,0.0960862040519714,12499200,60.143047782421824,
82,1981-04-10,0.0973963588476181,33465600,61.80581460448088,
83,1981-04-13,0.0973963588476181,16060800,61.805814604480894,
84,1981-04-14,0.0973963588476181,6652800,61.80581460448088,
85,1981-04-15,0.0925923734903335,34048000,51.89161677554671,
86,1981-04-16,0.0873508602380752,23878400,43.66212826141607,
87,1981-04-20,0.0899712294340133,35347200,48.09396710415961,
88,1981-04-21,0.0960862040519714,28537600,56.66180430539093,
89,1981-04-22,0.0995799973607063,18995200,60.65758477012646,
90,1981-04-23,0.1022003963589668,58016000,63.38437742336357,
91,1981-04-24,0.1013269573450088,35056000,61.84569007613706,
92,1981-04-27,0.1004534512758255,38528000,60.26994141616861,
93,1981-04-28,0.0987065434455871,32188800,57.134732721924074,
94,1981-04-29,0.0973963588476181,13641600,54.83096465715058,
95,1981-04-30,0.0991432666778564,12611200,57.303018426507876,
96,1981-05-01,0.0991432666778564,16553600,57.303018426507876,
97,1981-05-04,0.0987065434455871,14448000,56.40793610866488,
98,1981-05-05,0.098269797861576,17539200,55.47470883930479,
99,1981-05-06,0.0956494435667991,18950400,50.11734164173581,
100,1981-05-07,0.0969596356153488,9363200,52.58309273211415,
101,1981-05-08,0.0978330969810485,7907200,54.20819548610144,
102,1981-05-11,0.0956494435667991,11939200,49.62882010980397,
103,1981-05-12,0.0956494435667991,4256000,49.62882010980397,
104,1981-05-13,0.0952127575874328,4905600,48.67513852586371,
105,1981-05-14,0.0939025357365608,4928000,45.829530190764366,
106,1981-05-15,0.0960862040519714,4905600,50.97378863738723,
107,1981-05-18,0.0978330969810485,4166400,54.68145331055554,
108,1981-05-19,0.0960862040519714,25424000,50.56339032130969,
109,1981-05-20,0.0991432666778564,13283200,56.70786393304774,
110,1981-05-21,0.1048214882612228,32211200,65.32789604802991,
111,1981-05-22,0.1096254959702491,31427200,70.65208193472719,Sell
112,1981-05-26,0.1091888099908828,85344000,69.60575264250254,
113,1981-05-27,0.1153029203414917,149497600,75.15392474158664,
114,1981-05-28,0.1153029203414917,73987200,75.15392474158665,
115,1981-05-29,0.1157396882772445,59382400,75.52408039819443,
116,1981-06-01,0.1157396882772445,51251200,75.52408039819443,
117,1981-06-02,0.1100622490048408,40432000,61.67276209196496,
118,1981-06-03,0.1100622490048408,39446400,61.67276209196495,
119,1981-06-04,0.1122458949685096,56067200,64.57118273652507,
120,1981-06-05,0.1104989647865295,57680000,60.62153105527066,
121,1981-06-08,0.1065684407949447,93497600,52.79652031219639,
122,1981-06-09,0.1087520495057106,119593600,56.18054891160805,
123,1981-06-10,0.1100622490048408,25222400,58.12057689804645,
124,1981-06-11,0.1148662790656089,38976000,64.35251251383421,
125,1981-06-12,0.1135560199618339,25804800,61.657597828876334,
126,1981-06-15,0.1131193414330482,143763200,60.744585955650024,
127,1981-06-16,0.1109356880187988,37251200,56.258337970003346,
128,1981-06-17,0.1091888099908828,27574400,52.89293609552893,
129,1981-06-18,0.1087520495057106,23049600,52.05449280333128,
130,1981-06-19,0.1056949645280838,27507200,46.49847551779032,
131,1981-06-22,0.1017636433243751,10841600,40.51039600199928,
132,1981-06-23,0.1035105511546135,15030400,43.96369723296743,
133,1981-06-24,0.1008901819586753,23027200,40.19459260042429,
